text,label
Nova Creatives\nBill To: Greenfield Inc\nInvoice No: 3105\n\nissue date: 13/09/2023\npayment due: 09/11/2023\nItem Description | Qty/Hrs | Rate | Amount\nMarketing Strategy | 6 | $148.18 | $889.08\nMarketing Strategy – $1637.88\nWeb Development | 6 | $138.13 | $828.78\nSub-Total: $3355.74\nPromo Disc: -$47.51\nTotal: $3308.23\nContact: support@example.com,invoice
Acme Corp\nBill To: Brightworks Ltd\nInvoce # 8206\nInvoice Date: 10/05/2023\nDue Date: 06/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nUX Research | 5 | $229.39 | $1146.95\nWeb Development | 5 | $223.71 | $1118.55\nLetterhead Design | 7 | $106.14 | $742.98\nLogo Design | 9 | $66.46 | $598.14\nUX Research | 5 | $143.35 | $716.75\nSUB TOTAL $4323.37\ntax $323.90\nTotal: $4647.27\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nSend questions to billing@example.com,invoice
Nova Creatives\nBill To: Brightworks Ltd\nInv No: 4613\nDue Dt: 09/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nMarketing Strategy – $1149.90\nWeb Development – $308.04\nLogo Design – $1021.68\nPrint Setup – $999.48\nMarketing Strategy – $1060.50\nSub-Total: $4539.60\nTax: $439.84\nTotal Amnt Amnt: $4979.44\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nThank you for your business!,invoice
Studio Shodwe\nBill To: Skyline Ventures\nINV NO: 3248\nDate of Issue: 28/04/2023\nterms: 28/11/2023\nItem Description | Qty/Hrs | Rate | Amount\nProposal Layout | 8 | $68.82 | $550.56\nLetterhead Design | 3 | $256.93 | $770.79\nSub total: $1321.35\nDiscount: -$33.65\nTax: $88.51\nTotal Amnt $1376.21\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nContact: support@example.com,invoice
Studio Shodwe\nBill To: Brightworks Ltd\nInv No 2942\nIssue Date: 17/01/2023\nTerms: 21/11/2023\nPayment Terms: Net 30 days from issue date\nUX Research | 3 | $106.39 | $319.17\nWeb Development – $1298.61\nsub-total $1617.78\nVAT: $168.21\nTOTAL: $1785.99\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nThank you for your business!,invoice
Zeta Solutions\nBill To: Greenfield Inc\nInvoice Number: 5633\nISSUE DATE 19/03/2023\nDue Dt: 14/11/2023\nItem Description | Qty/Hrs | Rate | Amount\nBrochure Design – $1181.39\nPrint Setup | 10 | $122.25 | $1222.50\nLetterhead Design | 4 | $88.55 | $354.20\nLogo Design – $1267.74\nsubtotal: $4025.83\nVAT: $392.34\nT O T A L: $4418.17\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nSend questions to billing@example.com,invoice
Studio Shodwe\nBill To: Skyline Ventures\nInv No: 2924\nissue date: 16/04/2023\nTerms: 08/10/2023\nUX Research | 4 | $291.55 | $1166.20\nSite Audit – $405.30\nMarketing Strategy | 10 | $261.24 | $2612.40\nSub-Total Amnt: $4183.90\nDiscount Amt: -$17.25\nVAT: $451.67\nT O T A L $4618.32\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nThank you for your business!,invoice
Timmerman Industries\nBill To: Greenfield Inc\nInv No: 1522\nDate of Issue 02/05/2023\nPayment Due: 19/10/2023\nItem Description | Qty/Hrs | Rate | Amount\nLetterhead Design | 4 | $77.09 | $308.36\nPrint Setup | 8 | $220.50 | $1764.00\nUX Research – $2218.80\nConsulting | 10 | $189.10 | $1891.00\nBrochure Design – $158.86\nSub-Total: $6341.02\nPromo Disc -$16.34\nVAT: $870.27\nTotal Amnt $7194.95\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890,invoice
Acme Corp\nBill To: Greenfield Inc\ninvoce #: 7886\nissue date: 22/01/2023\nDue Date: 14/10/2023\nItem Description | Qty/Hrs | Rate | Amount\nConsulting – $1762.20\nWeb Development – $2309.00\nLetterhead Design – $2361.44\nLogo Design | 9 | $96.64 | $869.76\nSub total $7302.40\nTax $950.67\nt o t a l: $8253.07\nSend questions to billing@example.com,invoice
Timmerman Industries\nBill To: Greenfield Inc\nInvoice Number: 8943\nInvoice Date: 28/09/2023\nDue Date 28/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nSite Audit – $2178.45\nLogo Design | 3 | $100.70 | $302.10\nUX Research | 3 | $207.21 | $621.63\nLetterhead Design – $286.92\nSub total $3389.10\nDiscount -$37.50\ntax: $384.72\nTotal: $3736.32\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nSend questions to billing@example.com,invoice
Acme Corp\nBill To: Skyline Ventures\nInvoce #: 4821\nIssue Date: 16/07/2023\nPayment Due: 10/10/2023\nItem Description | Qty/Hrs | Rate | Amount\nMarketing Strategy | 8 | $84.36 | $674.88\nUX Research – $270.10\nProposal Layout – $470.84\nConsulting | 4 | $140.27 | $561.08\nPrint Setup – $1387.08\nSub-Total: $3363.98\nTax $429.10\nTotal Amnt $3793.08\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890,invoice
Nova Creatives\nBill To: Brightworks Ltd\ninvoce number 4878\nInvoice Date: 20/06/2023\nPayment Due: 06/10/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nBrochure Design | 4 | $266.84 | $1067.36\nMarketing Strategy – $640.90\nConsulting – $1137.68\nProposal Layout | 9 | $84.76 | $762.84\nWeb Development | 1 | $102.24 | $102.24\nSubtotal $3711.02\nPromo Disc: -$26.83\nT O T A L $3684.19\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nContact: support@example.com,invoice
Zeta Solutions\nBill To: Morgan Maxwell\nInvoce #: 6658\nInvoice Date: 20/07/2023\nTerms: 22/11/2023\nItem Description | Qty/Hrs | Rate | Amount\nPrint Setup – $1069.96\nWeb Development – $1166.92\nPrint Setup | 7 | $80.20 | $561.40\nSub-Total: $2798.28\nSales Tax $193.87\nTotal $2992.15\nThank you for your business!,invoice
Zeta Solutions\nBill To: Morgan Maxwell\nINVOCE #: 3586\nDate of Issue: 17/07/2023\nDue Date: 01/10/2023\nPayment Terms: Net 30 days from issue date\nLogo Design | 1 | $189.35 | $189.35\nBrochure Design | 8 | $276.46 | $2211.68\nSite Audit | 8 | $137.08 | $1096.64\nMarketing Strategy | 10 | $200.97 | $2009.70\nsub-total: $5507.37\nDiscount: -$12.99\ntotal amnt: $5494.38\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nPhone: +1 (800) 555-1212,invoice
Studio Shodwe\nBill To: Apollo Partners\ninvoice number: 9341\ndate of issue: 05/09/2023\nPayment Due: 05/10/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nLogo Design | 8 | $283.41 | $2267.28\nUX Research – $913.30\nSub total: $3180.58\nDiscount: -$12.03\nTax: $372.16\nTotal Amnt: $3540.71\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nThank you for your business!,invoice
Timmerman Industries\nBill To: Skyline Ventures\nInvoce #: 3146\nIssue Date: 13/04/2023\nDue Date 24/10/2023\nLetterhead Design – $189.92\nBrochure Design – $2001.52\nSubtotal $2191.44\nPromo Disc: -$49.81\nTax: $125.41\nTOTAL: $2267.04\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890,invoice
Timmerman Industries\nBill To: Greenfield Inc\nInvoce #: 9418\nDate of Issue: 06/07/2023\nPayment Due: 24/10/2023\nPayment Terms: Net 30 days from issue date\nPrint Setup | 1 | $145.51 | $145.51\nLogo Design – $1403.58\nSubtotal: $1549.09\nDiscount Amt: -$16.31\nSales Tax: $143.94\nTOTAL: $1676.72\nThank you for your business!,invoice
Studio Shodwe\nBill To: Apollo Partners\nInvoice No: 5022\nDate of Issue: 24/01/2023\nTerms: 20/10/2023\nItem Description | Qty/Hrs | Rate | Amount\nProposal Layout – $2051.63\nMarketing Strategy | 6 | $115.92 | $695.52\nSite Audit – $708.70\nLetterhead Design | 9 | $112.20 | $1009.80\nWeb Development – $950.08\nSub-Total: $5415.73\nSales Tax: $707.30\nTOTAL: $6123.03\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nThank you for your business!,invoice
Nova Creatives\nBill To: Skyline Ventures\nInvoice No: 5519\nInvoice Date: 16/08/2023\nDue Dt: 13/11/2023\nItem Description | Qty/Hrs | Rate | Amount\nPrint Setup | 1 | $290.83 | $290.83\nBrochure Design – $1709.12\nBrochure Design | 3 | $79.76 | $239.28\nSub total: $2239.23\nSales Tax $150.58\nTotal $2389.81\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890,invoice
Studio Shodwe\nBill To: Apollo Partners\nInvoce No: 3922\nDate of Issue 17/09/2023\nPayment Due: 10/10/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nProposal Layout – $619.92\nSite Audit – $201.54\nProposal Layout – $467.66\nSub total: $1289.12\nPromo Disc -$36.04\nSales Tax: $149.98\nT O T A L $1403.06\nContact: support@example.com,invoice
Timmerman Industries\nBill To: Greenfield Inc\nInvoice No 6328\nInvoice Date: 03/03/2023\nPayment Due: 11/11/2023\nMarketing Strategy | 8 | $70.59 | $564.72\nWeb Development | 1 | $135.71 | $135.71\nSite Audit | 8 | $225.32 | $1802.56\nLogo Design – $447.96\nPrint Setup – $351.46\nSub total: $3302.41\nPromo Disc: -$11.41\nTax: $183.09\nTotal: $3474.09\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nSend questions to billing@example.com,invoice
Studio Shodwe\nBill To: Greenfield Inc\nInvoice Number: 2821\nInvoice Date 23/09/2023\ndue date 09/10/2023\nPayment Terms: Net 30 days from issue date\nBrochure Design | 7 | $220.25 | $1541.75\nLetterhead Design – $268.00\nPrint Setup | 7 | $237.31 | $1661.17\nLetterhead Design | 10 | $71.34 | $713.40\nSub total: $4184.32\nDiscount Amt: -$13.28\nTOTAL: $4171.04\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nSend questions to billing@example.com,invoice
Timmerman Industries\nBill To: Apollo Partners\nInvoice No: 1276\nISSUE DATE 12/04/2023\nTerms: 16/11/2023\nItem Description | Qty/Hrs | Rate | Amount\nConsulting | 8 | $195.28 | $1562.24\nConsulting – $1014.23\nProposal Layout | 7 | $70.13 | $490.91\nLetterhead Design | 5 | $108.38 | $541.90\nsub total: $3609.28\nSales Tax: $379.56\nTotal Amnt: $3988.84\nSend questions to billing@example.com,invoice
Studio Shodwe\nBill To: Brightworks Ltd\nInvoice No: 4279\n\nIssue Date: 13/02/2023\npayment due 03/11/2023\nPayment Terms: Net 30 days from issue date\nLetterhead Design | 3 | $109.90 | $329.70\nBrochure Design | 9 | $125.91 | $1133.19\nsub total: $1462.89\nPromo Disc: -$34.04\nSales Tax: $173.70\nTOTAL: $1602.55\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890,invoice
Studio Shodwe\nBill To: Morgan Maxwell\n\nInvoce #: 4420\nDate of Issue: 14/07/2023\nterms: 17/10/2023\nItem Description | Qty/Hrs | Rate | Amount\nMarketing Strategy – $1441.44\nMarketing Strategy – $1477.15\nConsulting | 2 | $241.43 | $482.86\nMarketing Strategy | 6 | $265.86 | $1595.16\nSubtotal: $4996.61\nTotal: $4996.61\nThank you for your business!,invoice
Timmerman Industries\nBill To: Apollo Partners\nInvoice No 4154\nDate of Issue: 03/02/2023\nDue Dt: 11/10/2023\nPayment Terms: Net 30 days from issue date\nMarketing Strategy – $2672.60\nLogo Design | 7 | $132.18 | $925.26\nSUB TOTAL: $3597.86\nDiscount -$46.39\nVAT $222.91\nT O T A L: $3774.38\nSend questions to billing@example.com,invoice
Studio Shodwe\nBill To: Skyline Ventures\nInvoice Number: 6648\nDate of Issue: 02/09/2023\nDue Date: 03/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nUX Research – $1265.04\nLetterhead Design – $140.05\nSub total: $1405.09\nDiscount Amt: -$13.47\nVAT: $133.92\nTotal Amnt: $1525.54\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nPhone: +1 (800) 555-1212,invoice
Zeta Solutions\nBill To: Morgan Maxwell\nInv No: 5301\nInvoice Date: 25/02/2023\nDue Dt: 07/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nProposal Layout – $141.30\nPrint Setup – $397.25\nMarketing Strategy | 5 | $104.11 | $520.55\nUX Research | 2 | $183.89 | $367.78\nSub total: $1426.88\nPromo Disc: -$39.09\nSales Tax: $73.43\nT O T A L: $1461.22\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nPhone: +1 (800) 555-1212,invoice
Zeta Solutions\nBill To: Brightworks Ltd\nInvoice No: 8087\nIssue Date: 19/01/2023\nDue Dt: 23/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nUX Research | 6 | $64.76 | $388.56\nMarketing Strategy – $702.88\nLetterhead Design – $409.57\nBrochure Design – $1296.33\nSubtotal: $2797.34\nTotal: $2797.34\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890,invoice
Timmerman Industries\nBill To: Skyline Ventures\nInvoce #: 7467\nIssue Date: 21/07/2023\nDue Date: 19/11/2023\nItem Description | Qty/Hrs | Rate | Amount\nWeb Development | 6 | $279.59 | $1677.54\nPrint Setup – $678.56\nBrochure Design – $987.10\nLetterhead Design | 1 | $71.93 | $71.93\nLogo Design – $257.58\nSubtotal $3672.71\nSALES TAX: $262.08\nTotal Amnt: $3934.79\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nContact: support@example.com,invoice
Nova Creatives\nBill To: Morgan Maxwell\nInvoice Number: 8053\nDate of Issue 11/07/2023\nPayment Due: 01/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nUX Research | 9 | $103.40 | $930.60\nProposal Layout – $1534.86\nProposal Layout | 5 | $232.33 | $1161.65\nUX Research | 1 | $225.38 | $225.38\nSub total: $3852.49\nDISCOUNT: -$31.11\nTOTAL: $3821.38,invoice
Timmerman Industries\nBill To: Greenfield Inc\nInvoice Number: 8313\nIssue Date: 08/03/2023\nDUE DT: 11/10/2023\nPayment Terms: Net 30 days from issue date\nLetterhead Design | 5 | $52.21 | $261.05\nPrint Setup | 10 | $168.64 | $1686.40\nUX Research – $1913.31\nLetterhead Design | 8 | $252.13 | $2017.04\nSub-Total: $5877.80\nSales Tax: $305.55\nTotal Amnt Amnt: $6183.35\nSend questions to billing@example.com,invoice
Studio Shodwe\nBill To: Greenfield Inc\nInvoice No: 6563\nIssue Date: 11/03/2023\nDue Date: 02/11/2023\nItem Description | Qty/Hrs | Rate | Amount\nLetterhead Design | 4 | $287.36 | $1149.44\nWeb Development | 6 | $275.87 | $1655.22\nLogo Design | 6 | $234.80 | $1408.80\nPrint Setup | 8 | $277.65 | $2221.20\nSub-Total: $6434.66\nDiscount: -$20.51\nTotal Amnt: $6414.15\nThank you for your business!,invoice
Studio Shodwe\nBill To: Brightworks Ltd\nInvoce #: 6632\nDate of Issue: 21/02/2023\nDue Date: 25/10/2023\nItem Description | Qty/Hrs | Rate | Amount\nLogo Design – $2069.52\nLogo Design – $582.80\nBrochure Design – $210.96\nPrint Setup – $222.59\nSite Audit – $755.65\nSubtotal: $3841.52\ndiscount -$33.80\nT O T A L: $3807.72\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nThank you for your business!,invoice
Zeta Solutions\nBill To: Apollo Partners\nInvoice No: 9167\nIssue Date: 14/01/2023\nTERMS: 19/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nSite Audit | 6 | $142.41 | $854.46\nProposal Layout | 10 | $141.68 | $1416.80\nBrochure Design | 10 | $137.40 | $1374.00\nsub-total amnt: $3645.26\nDISCOUNT AMT -$43.26\nTax: $416.52\nTOTAL: $4018.52\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890,invoice
Zeta Solutions\nBill To: Brightworks Ltd\nInvoice No: 7039\nIssue Date: 10/09/2023\nTerms: 22/10/2023\nLogo Design – $838.44\nMarketing Strategy | 4 | $117.88 | $471.52\nUX Research | 2 | $278.35 | $556.70\nMarketing Strategy | 1 | $97.17 | $97.17\nSubtotal: $1963.83\nSales Tax: $163.40\nTOTAL: $2127.23,invoice
Acme Corp\nBill To: Apollo Partners\nInvoice Number: 6309\nDate of Issue 07/03/2023\nDue Date: 04/10/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nBrochure Design | 2 | $143.42 | $286.84\nProposal Layout – $1756.89\nUX Research – $1513.28\nBrochure Design – $359.87\nLogo Design | 2 | $191.17 | $382.34\nsubtotal: $4299.22\nSales Tax $361.53\nT O T A L: $4660.75\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nContact: support@example.com,invoice
Acme Corp\nBill To: Brightworks Ltd\ninvoce #: 6532\ninvoice date: 16/07/2023\nDue Dt: 03/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nLogo Design – $217.59\nMarketing Strategy | 8 | $239.05 | $1912.40\nWeb Development | 2 | $145.82 | $291.64\nPrint Setup | 9 | $267.01 | $2403.09\nSub total: $4824.72\nVAT: $709.96\nTotal: $5534.68\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890,invoice
Timmerman Industries\nBill To: Skyline Ventures\nInv No: 7949\nIssue Date: 17/09/2023\nPAYMENT DUE 19/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nConsulting – $549.84\nConsulting | 3 | $174.54 | $523.62\nProposal Layout – $1641.96\nPrint Setup – $2503.70\nBrochure Design | 4 | $78.54 | $314.16\nsub-total: $5533.28\nSales Tax: $511.83\ntotal amnt $6045.11\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nPhone: +1 (800) 555-1212,invoice
Studio Shodwe\nBill To: Apollo Partners\nInv No: 4356\nDate of Issue: 24/03/2023\nPayment Due 09/10/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nWeb Development – $1721.16\nSite Audit | 4 | $245.70 | $982.80\nSite Audit – $1688.76\nSub total $4392.72\nVAT: $536.08\nTotal Amnt Amnt: $4928.80\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nContact: support@example.com,invoice
Studio Shodwe\nBill To: Apollo Partners\nInvoice Number: 6166\npayment due: 07/10/2023\nSite Audit | 1 | $111.36 | $111.36\nWeb Development – $1697.10\nLogo Design – $85.23\nSite Audit – $843.64\nSubtotal: $2737.33\nSales Tax: $184.84\nT O T A L: $2922.17\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nSend questions to billing@example.com,invoice
Zeta Solutions\nBill To: Greenfield Inc\nInvoice Number: 6889\nDUE DATE 13/11/2023\nPayment Terms: Net 30 days from issue date\nItem Description | Qty/Hrs | Rate | Amount\nMarketing Strategy | 1 | $222.22 | $222.22\nUX Research – $814.30\nSub total: $1036.52\nDiscount Amt: -$15.67\nVAT $117.15\nT O T A L: $1138.00\nSend Payment To:\nBank Name: Example Bank\nAccount No: 123-456-7890\nSend questions to billing@example.com,invoice
Studio Shodwe\nBill To: Skyline Ventures\nInv No: 4891\ninvoice date: 06/06/2023\n\nDue Date: 18/11/2023\nPrint Setup – $452.80\nWeb Development | 10 | $177.98 | $1779.80\nBrochure Design | 2 | $238.01 | $476.02\nSite Audit | 2 | $138.80 | $277.60\nSub-Total $2986.22\nPromo Disc: -$28.51\nTotal: $2957.71\nPhone: +1 (800) 555-1212,invoice
Timmerman Industries\nBill To: Brightworks Ltd\nInv No 6912\nInvoice Date 02/05/2023\nDue Date: 15/10/2023\nLetterhead Design | 1 | $117.22 | $117.22\nBrochure Design | 1 | $113.47 | $113.47\nWeb Development – $652.14\nWeb Development | 2 | $141.97 | $283.94\nSubtotal: $1166.77\nVAT: $109.35\ntotal amnt: $1276.12\nPhone: +1 (800) 555-1212,invoice
